央视频道,#genre#
CCTV5+,http://www.zz49.top:4022/udp/239.77.0.87:5146
CCTV5+,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?&HlsSubType=&encrypt=
CCTV5+,https://livednow.com/migu/641886773?sign=gAAAAABmwyZN9vRTwJypEYIii1HU9X9g8nzZg0PftfIp1PnoMqsjaBqJatBDKbrKNY7qDVobLQnYFsSWIUznJoXdA3mMBLtEPV9X_rxTIvPZzkB4C8UXnp_9MQd2pYR1FrT-osgxpgV8hxqnrfluji5KJg3cyv7WECNtvwmJg1xj4O-caWSnUg9-rOrCTJrVVGDWW4cJ5jByTXQfuLhTmNvFjUFNP1QQvQ%3D%3D
CCTV5+,https://livednow.com/migu/641886773?sign=gAAAAABmxHgUtp_laujia3p2efCjajiW9S8_SAlC5sWA_9XQsugpaz_eL_q0avlQpSOwlZE7JCvoGum7acvyG2aUZ0K7EWa7DfzCMPzLATqfEi4gCad2qLdZ2t4XG9sqxD_aw_PrMRrQv0BzUygRBwH2D3-rcUSkhfOidjzlrWofFexzeOqnfzmiucPvTPA4q1UfwJo_FNtB7IUF9m1UmcrHhgeJQn_kDQ%3D%3D
CCTV5+,http://117.114.153.26:8180/TV00000000000000000066@HHZT
CCTV6,http://117.114.153.18:8180/TV00000000000000000091@HHZT
CCTV6,http://117.114.153.26:8180/TV00000000000000000091@HHZT
CCTV6,https://livednow.com/migu/624878396?sign=gAAAAABmxHgUz55MbTUqNw1lNh9VQrspHpGrg301F2iowLXeRJaFCVp51ohYhTPbrxd5GOcPvPrYi6nxMgWKKpP15kDyKdZTUaYVO0OsmgJie6ExoypZKH0FOa4GbsLbb5SZBhJadPcv_ZdKv-p8CngdHx_p7QPehmZ02csDMfgcjVACVuEJ62UlI3qukqGOV6oMqmAiBxiVxi87RgAqry_EYRRvjUE-2w%3D%3D
CCTV6,http://123.180.177.20:16000/udp/239.253.92.193:6058
CCTV6,http://27.10.76.34:8001/udp/225.0.4.144:7980
CCTV7,https://livednow.com/migu/673168121?sign=gAAAAABmwyZNxcwNPv70XVadMWu8uIJNlv_LGg_woA0t031OU30eEhUH1BiqAFhDdikFGoyAqTVYSab8mBN3Mr3ZNFMJruw7sfP0U71Svz7G3COzNX3rDJ_A1NsrJciy0bIfCSU0-LFR0kOWhdaJeJUM164tbsX_bFmu_AhEXOzz22o5P5USH6CkIpKNk1gWHqXp3_cAF4i9dg4fUyjZY5z9tnYCgjfBEw%3D%3D
CCTV7,https://livednow.com/migu/673168121?sign=gAAAAABmxHgUpxKri6I4OKj18E4d-Dv7OYmUJeBi4vZ1trEuqDKKSLWeC-X3ku8wgAmu07VKFBFEzasRSv9TzmehoJWjFqgOYxS3dEf9gCdNLf_dby6eMJjCp5efKGGLPYVjyAXx5ogIS1t3-PWlrXe3RYsuVZ-q7eOFRYtpW6ehvvwIO1X6epBeZ6V4JGybm1OFAYzSh_SdVsO3HhlWjZHkC7NRawOenA%3D%3D
CCTV7,http://117.114.153.18:8180/TV00000000000000000141@HHZT
CCTV7,http://wouu.net:9977/udp/239.93.1.67:5140
CCTV7,http://222.70.184.41:9898/udp/239.45.3.56:5140
CCTV8,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv8hd/3000/01.m3u8?&HlsSubType=&encrypt=
CCTV8,https://livednow.com/migu/624878356?sign=gAAAAABmxHgUQ2L7z6N9702AQ2xyk_p7MMQevPwpcUBHcUZ6Q1PWZzlgcQldKA8jIudhSeGy3i3M5AkR2EbGmo4-SJm8Q_xLDoHvfTlgKfPBYSuGpwOGtEM1nfupLbSfl133orvCBk9CzFiDxSfEqAUW5a1tgcXs5ZtVbkNQHoYGyaJFKNFpMcPFcfQLxJxoWNGfXjQJ5p-oZORnGl_hIL3VCbUoEEvqIg%3D%3D
CCTV8,http://117.114.153.26:8180/TV00000000000000000106@HHZT
CCTV8,http://27.10.77.52:8005/udp/225.0.4.137:7980
CCTV8,http://182.104.192.98:8180/TV00000000000000000014@HHZT
CCTV9,http://117.114.153.26:8180/TV00000000000000000142@HHZT
CCTV9,http://182.104.192.98:8180/TV00000000000000000015@HHZT
CCTV9,http://221.213.69.82:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,https://livednow.com/migu/673168140?sign=gAAAAABmxHgUZqEQim5wT90aSxqJG9HM0l0UsjIbpDkHocgDKgLIc9_6WjIB_GZu8-ZbozysDYySpdnkgPRd1Pyys2aZh-MAZKNnAzx0he_q28cwZJlb39XMNhNjzkXK6-hfRZxn97DUGbLaIpKhssx0K32ZcOa7hyIYmXyG2IKYF2KyGR-RT5cmGZHIQmlIIPO0sK6SwqKbGhd6dAbtgJUG-xNMuouXEg%3D%3D
CCTV9,http://www.akw323.com:9527/udp/238.255.2.155:5999
CCTV10,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?&encrypt=
CCTV10,http://117.114.153.26:8180/TV00000000000000000143@HHZT
CCTV10,http://180.158.130.39:1024/udp/239.45.3.8:5140
CCTV10,https://livednow.com/migu/624878405?sign=gAAAAABmxHgUmQrc8K-87a9815VDx83WWPg-kn81j7GjeBFseH94mF1fETioYm2Y5apUjzNVyIcuZDpKr0ONmUfTGmiEjw-cqu5GIBfpi9M3AlwetUQVSv2BWDaFDfzA2YUM4bnE6V2WZW22uHDGS4O0kpUd1bRpi8gO3BvCLMuM1shM6ItsradwMjfLDpf9f8_GWSOKKOZEG2aMFcf3R2X2Uqv7eAD-3g%3D%3D
CCTV10,http://27.10.76.34:8007/udp/225.0.4.130:7980
CCTV11,http://117.114.153.18:8180/TV00000000000000000002@HHZT
CCTV11,http://117.114.153.26:8180/TV00000000000000000002@HHZT
CCTV11,https://livednow.com/migu/667987558?sign=gAAAAABmxHgUaryRbqaYQKFYAASe6kbO5RRLjdR77kIL43rFLETp3RrXRyAVVz3PZIJCfeLSBRhg7rICKaN1fknNOm1Et0GUsgSY-LXwYaangmTV_a8ol1Jmi9ebEqx34XnmRzZgmmhQfQV2gQcfLr3BjaPmqskiW_UMIRWGLuOsvIcvCOepS0e9MmHUO8nldbOmeJWjPmVOuyoKFM_k0j3GtBjP8KnJiA%3D%3D
CCTV11,http://www.akw323.com:9527/udp/238.255.2.14:5999
CCTV11,http://origin.lean.org.cn:4000/udp/239.45.0.18:5140
CCTV12,https://livednow.com/migu/673168185?sign=gAAAAABmxHgUVZTWmyn7Oh3gXFnFzZ_kUaaYBk_bfUmgkmgeV-aNjsBDrj2ibGTBoxmHbkY4yA11fvSSLHzSDM5I1umIAnMy5_-Flyo4arLREzN03HE7pT7M0T17h5xZ9aESaghY6PcV7tvdOX5rHsYo0mpuWYAkPsj9tvDpqdwNY5hWMxpHFjZCHfBNJyVI-jgJFEiE-E_VrEt0l6pCbwaThSsABSJKqA%3D%3D
CCTV12,https://livednow.com/migu/673168185?sign=gAAAAABmwyZN6CYtwqu4DfGXkrCxsZv1KQXVQPNDe_Rjq39PjSmGaXJd4XWw35K3nmB_Gug1sKOWQc4_lEjm-DxFG6kZtxlOP3Oa_adQmWuV0v-S5zmp-bklaTBPvKe2qFosowqLLJXgKfkIgssZ7raKRGiQVSmktjn4ZC0JM35M_zWGZZ9ZDBBQ-VRVVsCe3TGyGYJkbUP0UbU92dEpuMqNJ4VudRBHWw%3D%3D
CCTV12,http://117.114.153.26:8180/TV00000000000000000144@HHZT
CCTV12,http://27.10.76.34:8002/udp/225.0.4.129:7980
CCTV12,http://27.11.52.62:8004/udp/225.0.4.129:7980
CCTV13,https://livednow.com/migu/608807423?sign=gAAAAABmwyZNMtXqOzj7-X9v70Eqa6LmKmaDt61BaxcrwEt3wQ3vaziuFrM8I6Y_WJtSsVfnT7TwhPZ_2SX2j90wyH2_iii4zCyZQ34lr_LzEKDaWgB7jEPOJWgJ_Efib-ag5ssOXpTCeY6FsOOkeo_yqGeFyDsLf5k4K8OnzZp8oBYPoqI88mwNwDwZPzvv2lkNEDC9IG6FeP_Thh0nv2zUsZEYYWOsYA%3D%3D
CCTV13,http://117.114.153.18:8180/TV00000000000000000003@HHZT
CCTV13,https://livednow.com/migu/608807423?sign=gAAAAABmxHgUsWzil2xffgytyZ77ZAw_tpyfHqi8a222NCw3HBOlEr6mML7eid6tz4DdfOpI1sAG2Lv_qT1oHekbncoTLnSWcSYpRLXCsqc6M_PompmmbrYhf6cxtdsziTKRP8GtwzH0jI8Dr-u_D984eQdtZHWkQt78kpv-Uf1QqLtGfwIZS0bXieAUcdnvgoz5wTefOr-JZ0Apn6v7kGmiM6S_4CSexA%3D%3D
CCTV13,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/01.m3u8?&HlsSubType=&encrypt=
CCTV13,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?&encrypt=
CCTV14,http://117.114.153.26:8180/TV00000000000000000005@HHZT
CCTV14,http://www.zz49.top:4022/udp/239.77.1.161:5146
CCTV14,http://117.114.153.18:8180/TV00000000000000000005@HHZT
CCTV14,http://1.70.35.119:8082/udp/239.1.1.21:8021
CCTV14,http://124.230.56.55:55555/udp/239.76.246.164:1234
CCTV15,http://117.114.153.18:8180/TV00000000000000000004@HHZT
CCTV15,https://livednow.com/migu/673168223?sign=gAAAAABmwyZNnEXfIgtL6kZGulmcwlz61qg7tnCfrRnvIb59CqOWzPXDerhK3rntXtL9oWhjlyE-u_ivGYbQFMjX49bEbhe2lKTwMlb7pWGeSDxKKBxb68jSX7O-gH-OWxZ5HHu_pbZ6yBJ5tAa5ib7SJSmYsQWmQk8N1FzuBrPlRWDDOuga7YoHAzVRtscTRM5DchD8Bl_-tnnuxg4FyAlPLrUFQoDGag%3D%3D
CCTV15,http://221.213.69.82:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://117.114.153.26:8180/TV00000000000000000004@HHZT
CCTV15,http://124.230.56.55:55555/udp/239.76.245.252:1234
CCTV16,http://117.114.153.18:8180/TV00000000000000000136@HHZT
CCTV16,http://117.114.153.26:8180/TV00000000000000000136@HHZT
CCTV16,http://1.70.35.119:8082/udp/239.1.1.122:8122
CCTV16,http://www.zz49.top:4022/udp/239.77.1.98:5146
CCTV16,http://majian.ixiaobai.net:5540/udp/239.37.1.22:5540?
CCTV17,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/57/01.m3u8?&HlsSubType=&encrypt=
CCTV17,https://livednow.com/migu/673168256?sign=gAAAAABmxHgUkz2FXNHOziYd19Whf8dWgS2J9tezCcN06iUEp6x9VGla1a3QhIg5l6Yq1f4L8ZyJfaItp3UaqXQgyskXpU578asNhgNJwVLsLIQdAUvBt4b_0cv4hEJyKkkHM7n8QK9KSkvhY2IkL2m_prTB7_Z49m6iWINzecI0YLc_SfJ8Nj5CoNv66EWQ3uLMRUTuhgt7gMCjmQ32AJDFwrUPRg8thQ%3D%3D
CCTV17,http://www.erbao1981.top:8188/udp/239.76.245.239:1234
CCTV17,https://livednow.com/migu/673168256?sign=gAAAAABmwyZNAyaJ1l1qmt_7Io0DKHG4-nMDiEHHbwCmExiUEvpAVTT14vIuA-waEUyahY4BZVd4U67OmjYXeWfoZ2VtWH-GEMtqEdc7_WtKXn5khsE51Flp7AE3WDc76fjkvj_PwAn85ujjWMHh5ewhCFpiXTP5IWUxl-DWHAOGdqnEPvC0ftFgJB3k3RTNcbcRUifrO9fz6KQ1JSEOk6vFHkT_IrQhpw%3D%3D
CCTV17,http://117.114.153.18:8180/TV00000000000000000021@HHZT
CCTV世界地理,http://60.7.56.50:4000/udp/239.253.92.113:8066
CCTV世界地理,http://124.230.56.55:55555/udp/239.76.254.57:9000
CCTV世界地理,http://182.104.192.98:8180/TV00000000000000000044@HHZT
CCTV世界地理,http://111.167.49.238:5002/udp/225.1.2.171:5002
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
CCTV兵器科技,http://111.167.49.238:5002/udp/225.1.2.166:5002
CCTV兵器科技,http://1.70.35.119:8082/udp/239.1.1.97:8097
CCTV兵器科技,http://xuys.top:8888/udp/225.1.2.166:5002
CCTV央视台球,http://120.237.241.82:4000/udp/239.253.43.11:5146
CCTV央视台球,http://111.167.49.238:5002/udp/225.1.2.170:5002
CCTV央视台球,http://www.akw323.com:9527/udp/238.255.2.224:5999
CCTV央视台球,http://124.230.56.55:55555/udp/239.76.254.58:9000
CCTV央视台球,http://222.169.41.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV女性时尚,http://111.167.49.238:5002/udp/225.1.2.172:5002
CCTV女性时尚,http://1.70.35.119:8082/udp/239.1.1.89:8089
CCTV女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
CCTV女性时尚,http://113.195.4.227:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
CCTV怀旧剧场,http://111.167.49.238:5002/udp/225.1.2.173:5002
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
CCTV怀旧剧场,http://112.234.23.81:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV怀旧剧场,http://222.169.41.210:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV怀旧剧场,http://xuys.top:8888/udp/225.1.2.173:5002
CCTV第一剧场,http://124.230.56.55:55555/udp/239.76.254.49:9000
CCTV第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://112.234.23.81:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://113.195.4.227:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV第一剧场,http://xuys.top:8888/udp/225.1.2.175:5002
CCTV风云剧场,http://111.167.49.238:5002/udp/225.1.2.174:5002
CCTV风云剧场,http://xuys.top:8888/udp/225.1.2.174:5002
CCTV风云剧场,http://113.195.4.227:9901/tsfile/live/1085_1.m3u8?key=txiptv
CCTV风云剧场,http://wuqianmu.synology.me:4000/udp/232.0.0.45:1234
CCTV风云剧场,http://113.195.4.227:9901/tsfile/live/1037_1.m3u8?key=txiptv
CCTV风云足球,http://111.167.49.238:5002/udp/225.1.2.168:5002
CCTV风云足球,http://60.7.56.50:4000/udp/239.253.92.110:8061
CCTV风云足球,http://123.180.177.20:16000/udp/239.253.92.110:8061
CCTV风云足球,http://123.180.177.20:16000/udp/239.253.93.254:6432
CCTV风云足球,http://www.akw323.com:9527/udp/238.255.2.29:5999
CCTV风云音乐,http://111.167.49.238:5002/udp/225.1.2.176:5002
CCTV风云音乐,http://xuys.top:8888/udp/225.1.2.176:5002
CCTV高尔夫球,http://xuys.top:8888/udp/225.1.2.169:5002
CCTV高尔夫球,http://1.70.35.119:8082/udp/239.1.1.102:8102
CCTV高尔夫球,http://111.167.49.238:5002/udp/225.1.2.169:5002
CCTV高尔夫球,http://wouu.net:9977/udp/239.93.1.54:5140
CCTV发现之旅,http://xuys.top:8888/udp/225.1.1.183:5002
CCTV电视指南,http://111.167.49.238:5002/udp/225.1.2.167:5002
CCTV电视指南,http://1.70.35.119:8082/udp/239.1.1.90:8090
CCTV电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
CCTV电视指南,http://xuys.top:8888/udp/225.1.2.167:5002
CCTV老故事,http://xuys.top:8888/udp/225.1.1.188:5002
CCTV中学生,http://121.24.98.127:8090/hls/24/index.m3u8
CCTV中学生,http://xuys.top:8888/udp/225.1.1.193:5002
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CETV1,http://1.69.74.111:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://1.69.68.153:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://1.69.64.25:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://1.69.67.148:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://1.69.68.153:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://1.69.67.148:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://1.69.74.111:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://1.69.64.25:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
兵器科技,http://124.230.56.55:55555/udp/239.76.254.59:9000
兵器科技,http://112.234.23.81:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://222.169.41.210:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CETV1,http://1.69.74.111:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://1.69.68.153:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://1.69.64.25:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://1.69.67.148:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
高尔夫网球,http://112.234.23.81:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://1.69.68.153:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://1.69.67.148:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://1.69.74.111:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://1.69.64.25:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV文化精品,http://222.169.41.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV文化精品,http://xuys.top:8888/udp/225.1.2.177:5002
CCTV文化精品,http://wuqianmu.synology.me:4000/udp/232.0.0.56:1234
CCTV文化精品,http://wouu.net:9977/udp/239.93.42.47:5140
CCTV文化精品,http://124.230.56.55:55555/udp/239.76.254.56:9000
CCTV发现之旅,http://xuys.top:8888/udp/225.1.1.183:5002
CCTV老故事,http://xuys.top:8888/udp/225.1.1.188:5002
CCTV中学生,http://121.24.98.127:8090/hls/24/index.m3u8
CCTV中学生,http://xuys.top:8888/udp/225.1.1.193:5002


卫视频道,#genre#
安徽卫视,http://27.10.76.34:8006/udp/225.0.4.133:7980
安徽卫视,http://27.10.76.34:8002/udp/225.0.4.133:7980
安徽卫视,http://27.10.76.34:8008/udp/225.0.4.133:7980
安徽卫视,http://omnix.cn:4000/udp/225.1.8.52:8064
安徽卫视,http://117.114.153.18:8180/TV00000000000000000087@HHZT
北京卫视,http://116.28.124.202:8520/udp/239.77.0.91:5146
北京卫视,http://221.213.69.82:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://123.113.186.207:8000/udp/239.3.1.241:8000
北京卫视,http://120.234.5.29:6000/udp/239.20.0.121:2040
北京卫视,http://27.10.76.34:8008/udp/225.0.4.78:7980
兵团卫视,http://123.180.177.20:16000/udp/239.253.93.176:6344
兵团卫视,http://1.70.35.119:8082/udp/239.1.1.58:8058
兵团卫视,http://111.167.49.238:5002/udp/225.1.1.57:5002
兵团卫视,http://wouu.net:9977/udp/239.93.42.43:5140
兵团卫视,http://180.158.130.39:1024/udp/239.45.1.117:5140
东方卫视,http://origin.lean.org.cn:4000/udp/239.45.3.146:5140
东方卫视,http://117.114.153.18:8180/TV00000000000000000138@HHZT
东方卫视,http://www.akw323.com:9527/udp/238.255.2.98:5999
东方卫视,http://27.10.134.196:8003/udp/225.0.4.80:7980
东方卫视,http://27.11.52.62:8004/udp/225.0.4.80:7980
东南卫视,http://182.104.192.98:8180/TV00000000000000000036@HHZT
东南卫视,http://117.114.153.18:8180/TV00000000000000000156@HHZT
东南卫视,http://180.158.130.39:1024/udp/239.45.1.121:5140
东南卫视,http://27.11.52.62:8005/udp/225.0.4.31:7980
东南卫视,http://123.180.177.20:16000/udp/239.253.92.201:6146
甘肃卫视,http://www.akw323.com:9527/udp/238.255.2.73:5999
甘肃卫视,http://116.128.224.11:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://124.230.56.55:55555/udp/239.76.246.94:1234
甘肃卫视,http://1.70.35.119:8082/udp/239.1.1.51:8051
甘肃卫视,http://27.11.52.62:8004/udp/225.0.4.44:7980
广东卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/gdws/gdws3000/3000/01.m3u8?&HlsSubType=&encrypt=
广东卫视,https://livednow.com/migu/608831231?sign=gAAAAABmwyZNujampxQeSDNFt4IaLemISJ4Twn3dMxvIZMn2xfbNuKt5T4kKsEe1J1_Eyw-mCA9MANKvYGMkzd6fHI1AA_ZXxklFGb17g20SGNEPvKxpUqDUPFfd18EkvxLzuae8L9KVgSkYOKc_bhHir8wh8CqEX8C3tzywrHkoF3c9Ti7EzLsHqoxyva-ZGe-mCJlp7YhrcwEovRKYA_VTKZMEE0bFhQ%3D%3D
广东卫视,http://182.104.192.98:8180/TV00000000000000000033@HHZT
广东卫视,http://60.7.56.50:4000/udp/239.253.92.206:8108
广东卫视,http://180.158.130.39:1024/udp/239.45.3.230:5140
广西卫视,http://222.68.33.45:9898/udp/239.45.0.5:5140
广西卫视,http://61.188.254.218:9527/udp/239.93.42.46:5140
广西卫视,http://27.11.52.62:8004/udp/225.0.4.34:7980
广西卫视,http://111.167.49.238:5002/udp/225.1.2.81:5002
广西卫视,http://220.164.192.48:50085/tsfile/live/0112_1.m3u8
贵州卫视,http://117.114.153.18:8180/TV00000000000000000040@HHZT
贵州卫视,http://221.213.69.82:9901/tsfile/live/0139_2.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://omnix.cn:4000/udp/225.1.8.77:8076
贵州卫视,http://60.7.56.50:4000/udp/239.253.92.105:6055
贵州卫视,http://123.180.177.20:16000/udp/239.253.92.31:8035
